"obs","time...2","elapsed","date","hhmmss...5","averaging","Leaf_position","Scientist","Site","Species","Tree_Identifier","Leaf_number","Data_point","TIME...14","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","aVc","Edyn","Hr","Hs","dHs.dt","aVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME...64","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","X.U.0394.Pcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","X.U.0394.CO2","CO2_s_d","CO2_r_d","X.U.0394.H2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time...110","hhmmss...111","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","Data_QC","fourlettercode","SciName","k67.id","unique"
1206,1660493469,9339.9,"20220814 12:11:09","12:11:09",1,6,"Charlie","walkup_tower","tbd","tree12",2,"Traditional",1660493461,0.003261238,3.261238,7.743017,588.315,497.3243,49.61437,58.69183,0.1719536,2.923677,0.1665263,0.1045523,321.5188,32.039,31.27332,4.582163,59.86974,2.699723,4.509329,1.88244,-143.8206,-44.33729,-3.409889,129.951,7.823978,3.26978,7.743017,614.2391,604.7368,-0.0014775,65.06943,3.261238,23.24208,27.04872,-1.91e-05,81.932,0,0,1,0,52008.24,2000.014,1681.212,0.8406001,0.1607583,6,0.5,"0: Broadleaf",2,TRUE,1660493461,588.315,600.0087,27.06147,23.24504,586.697,27.04947,500.1468,99.66261,0.1000006,30.99203,31.27332,999.9,0,0,10000.3,0,25.3965,-11.59926,604.7695,614.2877,3.806727,600.0087,23.24504,2.696051,2.316661,22.26107,19.79272,2000.014,0.9799958,0.02000439,0,2.7655,0,30621.38,17412.42,41.02273,41.9496,41,40.375,41.062,1960.004,40.01,0,1660493467,0,1660493500,"12:11:40",1660493500,1660493491,31,-0.114,0,1.618,0.012,600,23,0.22,0.03,6,6,"6-Jun",2.94401,2.80109,0.117299,0.118943,0.117929,0.106013,18140.3,18989.1,23890.9,25073.4,33725.4,35787.3,43548.7,46344.4,1.98873,1.88238,0.135064,0,29.0943,999.9,60.9,34,"32.6486",63.6466,25.8974,1,0.265264,0.0464052,20.3254,5.22148,11.9063,5.00525,3.29175,"9999","9999","9999","999.9","1.8595",1.85453,1.85768,1.85609,1.85488,1.85455,1.85327,1.85637,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,1.618,0.012,0.4356402,0.002678125,-9.37e-07,1.39e-10,-0.08363993,0.01061361,-0.000308664,1.25e-06,1,2093,2,27,2.4,2.4,1.41357,2.32178,1.4978,2.30225,1.54785,2.44019,37.0032,13.8081,18,505.41,502.204,29.2581,30.5124,30.0002,30.3575,30.4554,28.3035,30.2761,0,29.2542,600,23.2795,100.711,100.444,"OK","UNKN","Unknown sp","K67-WT-14","K6714L2"
1207,1660493696,9566.9,"20220814 12:14:56","12:14:56",1,6,"Charlie","walkup_tower","tbd","tree12",2,"Traditional",1660493688,0.003175231,3.175231,7.877801,787.7683,687.9027,68.62108,78.58308,0.1682227,2.923193,0.1630237,0.1023435,321.5143,32.04072,31.26164,4.579118,60.10571,2.707155,4.503989,1.871963,-140.0277,-45.76361,-3.519604,132.2034,7.668614,3.190718,7.877801,819.0946,809.4477,-0.005933048,64.98309,3.175231,23.41644,27.12236,-3.27e-06,82.23597,0,0,1,0,51997.83,1999.985,1681.188,0.8406002,0.1607583,6,0.5,"0: Broadleaf",2,TRUE,1660493688,787.7683,799.9835,27.13829,23.41439,785.5653,27.12329,500.1405,99.65399,0.1000599,30.97125,31.26164,999.9,0,0,9998.406,0,23.07981,-12.50379,809.4361,819.1636,3.711303,799.9835,23.41439,2.703183,2.333338,22.30447,19.90839,1999.985,0.9799933,0.02000682,0,2.783323,0,30028.54,17412.16,40.72968,41.677,40.685,40.169,40.875,1959.975,40.01032,0,1660493694,0,1660493719,"12:15:19",1660493718,1660493719,32,0.271,0.003,2.203,0.015,800,23,0.21,0.02,6,6,"6-Jun",2.94411,2.80133,0.143269,0.144763,0.118158,0.106592,17608.5,18434.8,23893.3,25076.2,33720.9,35769,43552.7,46349.5,1.9894,1.88385,0.13838,0,29.0368,999.9,60.9,34.1,"32.8324",63.4766,25.8934,1,0.259787,0.03503,20.3253,5.22103,11.9056,5.00505,3.29128,"9999","9999","9999","999.9","1.85959",1.85455,1.85776,1.85615,1.85494,1.85461,1.85329,1.85638,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,2.203,0.015,0.3214499,0.002678125,-9.37e-07,1.39e-10,-0.0832855,0.01061361,-0.000308664,1.25e-06,1,2093,2,27,3.3,3.4,1.78711,2.31079,1.4978,2.30225,1.54785,2.43896,37.0032,13.7468,18,505.381,502.723,29.1739,30.4568,29.9999,30.3,30.3979,35.7936,29.7158,0,29.1856,800,23.4878,100.721,100.456,"OK","UNKN","Unknown sp","K67-WT-14","K6714L2"
1208,1660493894,9764.4,"20220814 12:18:13","12:18:13",1,6,"Charlie","walkup_tower","tbd","tree12",2,"Traditional",1660493886,0.003062911,3.062911,7.492484,987.0822,881.184,87.90044,98.46408,0.1605115,2.921577,0.1557685,0.09776977,321.5132,32.06955,31.3146,4.592938,60.02131,2.703212,4.503754,1.889726,-135.0744,-54.22478,-4.173717,128.0403,7.738867,3.073075,7.492484,1023.996,1014.763,0.005498955,65.06649,3.062911,23.51221,27.08724,-8.75e-06,81.94105,0,0,1,0,51951.96,1999.978,1681.182,0.8406002,0.1607583,6,0.5,"0: Broadleaf",2,TRUE,1660493886,987.0822,1000.005,27.09915,23.51236,984.7992,27.08215,500.1352,99.6525,0.1001612,30.97034,31.3146,999.9,0,0,9989.336,0,22.74322,-12.75184,1014.739,1024.083,3.574892,1000.005,23.51236,2.699312,2.343065,22.28092,19.97557,1999.978,0.979994,0.02000613,0,2.762433,0,29509.32,17412.1,40.6374,41.5704,40.5956,40.062,40.7038,1959.967,40.01133,0,1660493892,0,1660493919,"12:18:39",1660493919,1660493917,33,-0.188,0.002,2.283,0.017,1000,23,0.38,0.03,5,6,"6-May",2.9442,2.80123,0.166051,0.167429,0.118054,0.1069,17141.6,17947.7,23895.2,25078.2,33728.4,35761,43556,46354,1.98965,1.88493,0.1375,0,29.0743,999.9,61,34.1,"32.8865",63.4266,24.9599,1,0.255434,0.0397985,20.3254,5.22193,11.9056,5.00545,3.29133,"9999","9999","9999","999.9","1.85958",1.85455,1.85775,1.85613,1.85494,1.85461,1.8533,1.85638,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,2.283,0.017,0.5926246,0.002678125,-9.37e-07,1.39e-10,-0.08072862,0.01061361,-0.000308664,1.25e-06,1,2093,2,27,2.9,2.9,2.14722,2.33887,1.4978,2.30225,1.54785,2.37671,37.0032,13.6942,18,505.145,503.038,29.0534,30.4067,29.9999,30.249,30.3482,42.9701,30.1759,0,29.0569,1000,23.4486,100.728,100.465,"OK","UNKN","Unknown sp","K67-WT-14","K6714L2"
1209,1660494186,10056.9,"20220814 12:23:06","12:23:06",1,6,"Charlie","walkup_tower","tbd","tree12",2,"Traditional",1660494178,0.002861395,2.861395,7.602282,1186.479,1066.996,106.4274,118.3453,0.1484706,2.923385,0.1444052,0.09060922,321.5205,32.12567,31.34178,4.600044,59.84364,2.695878,4.50487,1.904166,-126.1875,-57.857,-4.451229,133.0248,7.830949,2.886215,7.602282,1229.034,1219.645,0.009467559,64.96695,2.861395,23.68736,27.02707,2.86e-05,82.31115,0,0,1,0,52002.52,2000.025,1681.221,0.8406002,0.1607583,6,0.5,"0: Broadleaf",2,TRUE,1660494178,1186.479,1199.982,27.02772,23.65885,1184.197,27.00872,500.146,99.64495,0.0999918,30.97468,31.34178,999.9,0,0,10000.41,0,31.20118,-13.28991,1219.642,1229.059,3.357143,1199.982,23.65885,2.692008,2.357486,22.23641,20.07466,2000.025,0.9799938,0.02000635,0,2.804516,0,28750.57,17412.49,40.62094,41.516,40.528,40.048,40.69513,1960.014,40.01065,0,1660494184,0,1660494225,"12:23:45",1660494225,1660494219,34,-0.226,0.003,2.282,0.019,1200,24,0.27,0.03,2,6,"6-Feb",2.94416,2.80129,0.186508,0.187793,0.117887,0.1075,16722.5,17510.8,23897.2,25081.1,33738.1,35741.4,43559,46359,1.99048,1.8867,0.138745,0,29.0866,999.9,60.9,34.1,"32.8364",63.6766,24.9679,1,0.249403,0.061348,20.3254,5.22133,11.9056,5.00545,3.29153,"9999","9999","9999","999.9","1.85959",1.85455,1.85776,1.85621,1.855,1.85467,1.85332,1.85643,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,2.282,0.019,0.4055954,0.002678125,-9.37e-07,1.39e-10,-0.07879212,0.01061361,-0.000308664,1.25e-06,1,2093,2,27,4.5,4.5,2.4939,2.32544,1.4978,2.30225,1.54785,2.41943,37.027,13.6067,18,505.04,503.581,29.1319,30.3304,29.9999,30.17,30.2691,49.9231,29.126,0,29.1525,1200,23.7283,100.736,100.476,"OK","UNKN","Unknown sp","K67-WT-14","K6714L2"
1210,1660494413,10283.9,"20220814 12:26:53","12:26:53",1,6,"Charlie","walkup_tower","tbd","tree12",2,"Traditional",1660494405,0.002713534,2.713534,8.240949,1485.697,1343.859,134.0344,148.181,0.1393525,2.923785,0.1357651,0.0851678,321.5192,32.1988,31.4071,4.61716,59.74474,2.696783,4.513842,1.920377,-119.6669,-62.66084,-4.822536,134.3689,7.898883,2.728523,8.240949,1536.575,1526.665,-0.04254043,65.07959,2.713534,23.85638,27.0238,-1.05e-05,81.9015,0,0,1,0,52007.78,2000.016,1681.214,0.8406001,0.1607583,6,0.5,"0: Broadleaf",2,TRUE,1660494405,1485.697,1500.036,27.03857,23.85377,1482.94,27.01857,500.1409,99.63839,0.09999528,31.00957,31.4071,999.9,0,0,10003.35,0,27.24135,-14.55223,1526.751,1536.692,3.175499,1500.036,23.85377,2.693152,2.376749,22.24339,20.20623,2000.016,0.9799953,0.02000485,0,2.56929,0,28077.59,17412.44,40.69106,41.639,40.625,40.151,40.812,1960.006,40.01,0,1660494411,0,1660494446,"12:27:26",1660494438,1660494446,35,0.201,0,2.757,0.02,1500,24,0.21,0.04,5,6,"6-May",2.94419,2.8012,0.213784,0.215015,0.117852,0.10802,16159.9,16922.2,23895.1,25079.3,33738.7,35719.6,43556.6,46356.4,1.99013,1.88762,0.138294,0,29.1569,999.9,60.9,34.2,"33.0218",63.1466,25.1643,1,0.251837,0.265583,20.3254,5.22043,11.9072,5.00515,3.29137,"9999","9999","9999","999.9","1.85956",1.85455,1.85775,1.85616,1.85495,1.85456,1.8533,1.85638,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,2.757,0.02,0.1798495,0.002678125,-9.37e-07,1.39e-10,-0.07535398,0.01061361,-0.000308664,1.25e-06,1,2093,2,27,3.1,3.2,2.99438,2.32666,1.4978,2.30225,1.54785,2.34375,37.0509,13.5366,18,504.81,504.167,29.0621,30.3409,30.0004,30.1674,30.265,59.9439,28.6327,0,29.0421,1500,23.8556,100.729,100.47,"OK","UNKN","Unknown sp","K67-WT-14","K6714L2"
1211,1660494696,10566.9,"20220814 12:31:36","12:31:36",1,6,"Charlie","walkup_tower","tbd","tree12",2,"Traditional",1660494688,0.002499727,2.499727,8.009888,1785.215,1628.243,162.3816,178.0361,0.1277276,2.922795,0.1247057,0.07820663,321.5144,32.26393,31.46091,4.631303,59.91274,2.705788,4.516216,1.925514,-110.238,-69.66538,-5.365107,136.246,7.849043,2.51216,8.009888,1844.736,1834.946,-0.01127333,64.95493,2.499727,24.20095,27.11884,-5.69e-05,82.37444,0,0,1,0,51977.81,1999.986,1681.189,0.8406002,0.1607583,6,0.5,"0: Broadleaf",2,TRUE,1660494688,1785.215,1800.011,27.13165,24.19966,1782.235,27.11865,500.1383,99.62805,0.100058,31.0188,31.46091,999.9,0,0,9998.735,0,27.83679,-14.81109,1834.982,1844.651,2.929743,1800.011,24.19966,2.702849,2.410966,22.30245,20.4376,1999.986,0.9799963,0.02000392,0,2.977613,0,27248.57,17412.17,40.69716,41.625,40.643,40.10874,40.788,1959.976,40.01,0,1660494694,0,1660494735,"12:32:15",1660494735,1660494720,36,0.007,-0.006,2.98,0.013,1800,24,0.62,0.02,6,6,"6-Jun",2.94405,2.80135,0.23799,0.239135,0.118115,0.109095,15660.6,16400.4,23893.5,25077.7,33727,35674,43553.4,46352,1.98908,1.88857,0.140298,0,29.1666,999.9,60.9,34.2,"33.0268",63.1967,25.016,1,0.255958,0.397533,20.3249,5.21759,11.9069,5.00495,3.2914,"9999","9999","9999","999.9","1.85956",1.85455,1.85775,1.85611,1.85496,1.85458,1.85329,1.85638,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,2.98,0.013,0.3813621,0.002678125,-9.37e-07,1.39e-10,-0.07495646,0.01061361,-0.000308664,1.25e-06,1,2093,2,27,4.3,4.2,3.47046,2.31079,1.4978,2.30225,1.54785,2.38281,37.0509,13.4841,18,504.418,505.062,28.8938,30.3829,30.0003,30.1989,30.2965,69.4749,27.6336,0,28.8799,1800,24.1516,100.722,100.461,"OK","UNKN","Unknown sp","K67-WT-14","K6714L2"
1212,1660494934,10804.5,"20220814 12:35:33","12:35:33",1,6,"Charlie","walkup_tower","tbd","tree12",2,"Traditional",1660494926,0.002250104,2.250104,7.807555,1984.63,1812.309,180.7211,197.9048,0.1142381,2.923003,0.1118145,0.07009751,321.5172,32.29921,31.4638,4.632063,59.86617,2.699134,4.508614,1.932929,-99.22957,-74.78192,-5.75798,141.7477,8.350861,2.26417,7.807555,2050.209,2040.466,0.02777086,64.99511,2.250104,24.42391,27.05038,-2.68e-05,82.18558,0,0,1,0,51988.57,2000.004,1681.203,0.8406001,0.1607583,6,0.5,"0: Broadleaf",2,TRUE,1660494926,1984.63,2000.039,27.06748,24.42481,1982.083,27.05148,500.1497,99.61855,0.1001502,30.98925,31.4638,999.9,0,0,10000.87,0,29.16132,-14.85923,2040.386,2050.113,2.632067,2000.039,24.42481,2.695366,2.433165,22.25688,20.5862,2000.004,0.9799957,0.02000449,0,2.911733,0,26555.76,17412.33,40.687,41.687,40.687,40.125,40.812,1959.994,40.01,0,1660494932,0,1660494967,"12:36:07",1660494967,1660494956,37,-0.557,0.003,2.547,0.016,2000,24,0.3,0.02,5,6,"6-May",2.94408,2.80134,0.252707,0.253809,0.117911,0.109792,15357.9,16082.6,23893.7,25076.1,33735.6,35644.7,43553.7,46349.5,1.9889,1.8891,0.139602,0,29.185,999.9,60.9,34.2,"33.0261",63.3576,25.1522,1,0.256344,0.226427,20.3249,5.21729,11.9062,5.00525,3.29115,"9999","9999","9999","999.9","1.85959",1.85457,1.85777,1.85622,1.85501,1.85469,1.85333,1.85648,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,2.547,0.016,0.3866779,0.002678125,-9.37e-07,1.39e-10,-0.0805447,0.01061361,-0.000308664,1.25e-06,1,2093,2,27,3.3,3.6,3.77441,2.28516,1.4978,2.30225,1.54785,2.41455,37.0986,13.4403,18,504.448,505.562,28.9289,30.3988,30.0001,30.2167,30.3144,75.5517,26.876,0,28.9346,2000,24.5312,100.723,100.455,"OK","UNKN","Unknown sp","K67-WT-14","K6714L2"
787,1659966478,2229,"20220808 09:47:57","9:47:57",1,5,"Charlie","walkup_tower","Tachi","1",1,"Traditional",1659966470,0.004879898,4.879898,1.734191,97.61022,83.42227,8.289845,9.699731,0.2555783,2.915825,0.2437531,0.1533626,321.5126,31.63083,31.44511,4.627146,60.08673,2.71119,4.512127,1.915957,-215.2035,-69.51295,-5.365326,31.4308,1.532226,4.892336,1.734191,102.2497,100.1231,3.26e-05,65.28428,4.879898,21.57575,27.2705,1.24e-05,82.70698,0,0,1,0,51774.88,1999.975,1681.179,0.8406002,0.1607583,6,0.5,"0: Broadleaf",2,TRUE,1659966470,97.61022,100.0214,27.28321,21.57395,96.73022,27.26321,500.1195,99.27219,0.09989486,31.00291,31.44511,999.9,0,0,9994.715,0,72.32931,-2.631995,100.1196,102.2268,5.696308,100.0214,21.57395,2.707177,2.141692,22.32874,18.53271,1999.975,0.9799937,0.02000634,0,2.799355,0,22643.29,17412.07,41.32216,42.37094,41.34045,40.804,41.437,1959.965,40.01,0,1659966477,0,1659966508,"9:48:28",1659966498,1659966508,4,0.214,0.001,0.88,0.02,100,22,1.04,0.06,5,6,"6-May",2.94313,2.80112,0.0254732,0.0262036,0.117952,0.100041,20011.8,20973.7,23877.1,25061.5,33702.1,36007.7,43526,46322.9,1.97997,1.8703,0.111204,0,29.6476,999.9,53.6,34.3,"29.3328",64.028,26.855,1,0.326578,1.01083,20.3182,5.21415,11.908,5.0033,3.2904,"9999","9999","9999","999.9","1.85959",1.85455,1.85776,1.85623,1.85497,1.85461,1.85329,1.85638,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,0.88,0.02,0.3533171,0.003338305,-1.87e-06,4.4e-10,-0.07266205,0.01130919,-0.00040536,3.59e-06,2,2146,2,28,3.4,3.4,0.374756,2.37183,1.4978,2.30469,1.54785,2.33887,38.7964,15.3404,18,505.193,499.5,28.2149,31.2412,30.0002,31.0294,31.1223,7.53324,27.6267,0,28.2132,100,21.4998,100.657,100.397,"OK","TACH","Tachigali chrysophylla","K67-WT-07","K6707L1"
788,1659966681,2432,"20220808 09:51:20","9:51:20",1,5,"Charlie","walkup_tower","Tachi","1",1,"Traditional",1659966673,0.005143059,5.143059,-0.9075913,50.81405,54.7352,5.439372,5.049703,0.2710171,2.91728,0.2577662,0.1622404,321.5224,31.55436,31.42063,4.620713,60.11037,2.711062,4.51014,1.909651,-226.8089,-66.91221,-5.161193,22.64015,-0.9518957,5.130201,-0.9075913,51.07046,52.18548,-0.000487482,65.34232,5.143059,21.28234,27.28374,4.67e-05,82.60015,0,0,1,0,51817.58,2000.036,1681.231,0.8406002,0.1607583,6,0.5,"0: Broadleaf",2,TRUE,1659966673,50.81405,49.98482,27.28082,21.2941,50.05505,27.26382,500.1314,99.27615,0.09997026,30.99519,31.42063,999.9,0,0,10002.63,0,70.46372,0.8004886,52.20916,51.07235,5.977928,49.98482,21.2941,2.707463,2.113996,22.33048,18.32504,2000.036,0.9799933,0.02000671,0,2.761933,0,22750.48,17412.61,41.2872,42.312,41.312,40.7038,41.375,1960.025,40.011,0,1659966679,0,1659966708,"9:51:47",1659966704,1659966708,5,0.031,-0.003,0.759,0.017,50,21,0.71,0.03,6,6,"6-Jun",2.94329,2.8013,0.0134101,0.0133364,0.117978,0.0989938,20256.5,21247.4,23874,25057.9,33697.2,36044.3,43521.7,46316.4,1.9797,1.86607,0.106234,0,29.6916,999.9,53.5,34.5,"29.6063",64.098,26.4022,1,0.332645,1.00207,20.3192,5.21789,11.908,5.00485,3.291,"9999","9999","9999","999.9","1.85947",1.85445,1.85767,1.85609,1.85486,1.85455,1.85318,1.85626,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,0.759,0.017,0.5677848,0.003338305,-1.87e-06,4.4e-10,-0.07148868,0.01130919,-0.00040536,3.59e-06,2,2146,2,28,3,2.9,0.263672,2.41211,1.4978,2.30347,1.54785,2.33398,38.6733,15.3053,18,505.464,497.135,28.4097,31.2992,30.0004,31.0876,31.1797,5.31207,30.3442,0,28.3525,50,21.1638,100.646,100.383,"OK","TACH","Tachigali chrysophylla","K67-WT-07","K6707L1"
789,1659967062,2813,"20220808 09:57:41","9:57:41",1,5,"Charlie","walkup_tower","Tachi","1",1,"Traditional",1659967054,0.005129661,5.129661,14.9754,379.5147,276.8777,27.51496,37.71461,0.2711386,2.916895,0.2578744,0.1623091,321.5188,31.56452,31.37552,4.608879,59.94945,2.704827,4.511846,1.904052,-226.218,-58.76694,-4.532656,32.00117,15.11489,5.143503,14.9754,408.7127,390.3484,0.00174101,65.35794,5.129661,21.21955,27.20612,4.54e-06,82.57187,0,0,1,0,51805.51,2000.014,1681.212,0.8406002,0.1607583,6,0.5,"0: Broadleaf",2,TRUE,1659967054,379.5147,399.9898,27.21814,21.21546,378.1067,27.19714,500.1272,99.27596,0.09992351,31.00182,31.37552,999.9,0,0,10000.45,0,64.32558,-20.26556,390.3425,408.6597,5.98707,399.9898,21.21546,2.700558,2.106185,22.2885,18.26604,2000.014,0.9799939,0.02000616,0,2.735452,0,21921.48,17412.41,41.298,42.25,41.25,40.75,41.375,1960.002,40.01129,0,1659967060,0,1659967094,"9:58:13",1659967084,1659967094,6,-0.252,0.004,1.408,0.021,400,21,0.1,0.01,6,6,"6-Jun",2.94334,2.80115,0.0842983,0.0878267,0.117728,0.0988192,18799.4,19641.8,23871.4,25055.6,33706.4,36052.2,43517.6,46313.4,1.97875,1.86305,0.111066,0,29.5846,999.9,53.4,34.8,"30.0456",63.9481,26.4623,1,0.337584,0.858886,20.3206,5.22118,11.9077,5.00525,3.291,"9999","9999","9999","999.9","1.85958",1.85455,1.85776,1.8562,1.85489,1.85459,1.85319,1.85638,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,1.408,0.021,0.5986333,0.003338305,-1.87e-06,4.4e-10,-0.07451886,0.01130919,-0.00040536,3.59e-06,2,2146,2,28,6,5.9,1.02173,2.34009,1.4978,2.30347,1.54785,2.41577,38.575,15.244,18,505.475,495.752,28.4283,31.3617,30.0002,31.166,31.2595,20.4673,31.5836,0,28.4299,400,21.2386,100.636,100.376,"OK","TACH","Tachigali chrysophylla","K67-WT-07","K6707L1"
790,1659967364,3115.5,"20220808 10:02:44","10:02:44",1,5,"Charlie","walkup_tower","Tachi","1",1,"Traditional",1659967356,0.004755134,4.755134,20.22431,572.7088,420.4113,41.77774,56.91207,0.2468001,2.916366,0.2357563,0.1482988,321.5167,31.65585,31.44426,4.626922,59.78509,2.696444,4.510228,1.930478,-209.7014,-70.55253,-5.444335,35.81837,20.00199,4.767402,20.22431,613.1694,588.5003,-0.02499402,65.37096,4.755134,21.57305,27.12288,3.66e-06,82.54811,0,0,1,0,51791.51,2000,1681.201,0.8406002,0.1607583,6,0.5,"0: Broadleaf",2,TRUE,1659967356,572.7088,599.98,27.13444,21.57034,570.8898,27.11744,500.1392,99.2733,0.100186,30.99553,31.44426,999.9,0,0,9997.691,0,57.36685,-27.36486,588.5817,613.2071,5.556878,599.98,21.57034,2.693009,2.141359,22.24251,18.53021,2000,0.9799934,0.02000661,0,2.566233,0,21852.57,17412.3,41.12913,42.125,41.125,40.54133,41.187,1959.99,40.01033,0,1659967363,0,1659967389,"10:03:08",1659967389,1659967388,7,0.05,-0.004,1.819,0.017,600,22,0.16,0.02,6,6,"6-Jun",2.94329,2.80138,0.114396,0.118248,0.11746,0.0999613,18180,18986.1,23869.5,25054.8,33715.5,36006.6,43514.5,46312,1.97865,1.86185,0.108801,0,29.6583,999.9,53.5,35,"30.4399",63.9181,26.5345,1,0.339187,0.801901,20.3211,5.21789,11.9069,5.0049,3.29105,"9999","9999","9999","999.9","1.85951",1.85454,1.85771,1.8561,1.85487,1.85455,1.85319,1.85638,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,1.819,0.017,0.3468445,0.003338305,-1.87e-06,4.4e-10,-0.07033395,0.01130919,-0.00040536,3.59e-06,2,2146,2,28,4.7,4.5,1.41724,2.35107,1.4978,2.30347,1.54785,2.34375,38.5014,15.1915,18,505.515,495.087,28.457,31.3699,30.0001,31.1795,31.2762,28.3777,31.5722,0,28.4707,600,21.6581,100.628,100.373,"OK","TACH","Tachigali chrysophylla","K67-WT-07","K6707L1"
791,1659967696,3447,"20220808 10:08:15","10:08:15",1,5,"Charlie","walkup_tower","Tachi","1",1,"Traditional",1659967688,0.003706565,3.706565,22.58302,769.808,551.7014,54.82523,76.49954,0.1892871,2.917034,0.1827185,0.1147703,321.5217,31.86085,31.50595,4.643171,60.13617,2.701786,4.49278,1.941385,-163.4595,-90.95896,-7.017219,60.08605,22.30055,3.715935,22.58302,818.7288,791.0331,-0.005547241,65.43606,3.706565,22.85748,27.18213,0.000139775,82.43235,0,0,1,0,51822.07,2000.039,1681.233,0.8405998,0.1607577,6,0.5,"0: Broadleaf",2,TRUE,1659967688,769.808,799.9915,27.18783,22.85137,767.525,27.16783,500.1641,99.27445,0.1003769,30.92757,31.50595,999.9,0,0,10001.39,0,57.18904,-30.40957,791.0778,818.6999,4.321666,799.9915,22.85137,2.697587,2.268557,22.27043,19.45485,2000.039,0.9800058,0.01999455,0,2.544968,0,21885,17412.69,41.125,42.125,41.133,40.60265,41.254,1960.049,39.99065,0,1659967695,0,1659967727,"10:08:47",1659967723,1659967727,8,0.189,0.005,2.283,0.02,800,23,0.08,0.04,6,6,"6-Jun",2.94317,2.80137,0.140249,0.143931,0.117639,0.104162,17647.2,18430.5,23867.3,25052.1,33706.6,35835,43510.6,46307,1.9768,1.86287,0.116296,0,29.6308,999.9,53.3,35.2,"30.6618",63.8782,26.4864,1,0.34376,0.554254,20.3221,5.21954,11.908,5.005,3.291,"9999","9999","9999","999.9","1.85959",1.85455,1.85776,1.85618,1.85493,1.85458,1.85326,1.85638,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,2.283,0.02,0.3965449,0.003338305,-1.87e-06,4.4e-10,-0.07477999,0.01130919,-0.00040536,3.59e-06,2,2146,2,28,5.1,5.1,1.79321,2.33765,1.4978,2.30347,1.54785,2.34619,38.4034,15.1215,18,504.82,496.198,28.4822,31.4359,30.0001,31.2364,31.3306,35.923,27.2527,0,28.5138,800,22.8402,100.619,100.362,"OK","TACH","Tachigali chrysophylla","K67-WT-07","K6707L1"
